"Site4","Date","Source","Max Temp","Min Temp","Avg Temp","HDDs","CDDs","Precipitation Water Equiv","Snowfall","Snow/Ice Depth"
"KLAX",8/8/1948 0:00:00,"NCDC-EstDew-EstWind",72,57,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",8/9/1948 0:00:00,"NCDC-EstDew-EstWind",,51,,0.00,0.00,0.00,0.00,0.00
"KLAX",8/10/1948 0:00:00,"NCDC-EstDew-EstWind",74,56,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",8/11/1948 0:00:00,"NCDC-EstDew-EstWind",72,57,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",8/12/1948 0:00:00,"NCDC-EstDew-EstWind",72,59,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",8/13/1948 0:00:00,"NCDC-EstDew-EstWind",70,60,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",8/14/1948 0:00:00,"NCDC-EstDew-EstWind",71,59,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",8/15/1948 0:00:00,"NCDC-EstDew-EstWind",71,60,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",8/16/1948 0:00:00,"NCDC-EstDew-EstWind",71,59,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",8/17/1948 0:00:00,"NCDC-EstDew-EstWind",72,59,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",8/18/1948 0:00:00,"NCDC-EstWindFilledDew",,,,0.00,0.00,0.00,0.00,0.00
"KLAX",8/19/1948 0:00:00,"NCDC-EstDew-EstWind",79,57,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",8/20/1948 0:00:00,"NCDC-EstDew-EstWind",72,58,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",8/21/1948 0:00:00,"NCDC-EstDew-EstWind",71,60,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",8/22/1948 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",8/23/1948 0:00:00,"NCDC-EstDew-EstWind",72,56,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",8/24/1948 0:00:00,"NCDC-EstDew-EstWind",75,55,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",8/25/1948 0:00:00,"NCDC-EstDew-EstWind",72,60,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",8/26/1948 0:00:00,"NCDC-EstDew-EstWind",71,60,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",8/27/1948 0:00:00,"NCDC-EstDew-EstWind",70,59,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",8/28/1948 0:00:00,"NCDC-EstDew-EstWind",,59,,0.00,0.00,0.00,0.00,0.00
"KLAX",8/29/1948 0:00:00,"NCDC-EstDew-EstWind",70,58,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",8/30/1948 0:00:00,"NCDC-EstDew-EstWind",82,60,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",8/31/1948 0:00:00,"NCDC-EstDew-EstWind",82,60,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",9/1/1948 0:00:00,"NCDC-EstDew-EstWind",80,61,70.50,0.00,5.50,0.00,0.00,0.00
"KLAX",9/2/1948 0:00:00,"NCDC-EstDew-EstWind",,60,,0.00,0.00,0.00,0.00,0.00
"KLAX",9/3/1948 0:00:00,"NCDC-EstDew-EstWind",80,59,69.50,0.00,4.50,0.00,0.00,0.00
"KLAX",9/4/1948 0:00:00,"NCDC-EstDew-EstWind",70,59,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",9/5/1948 0:00:00,"NCDC-EstDew-EstWind",71,55,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",9/6/1948 0:00:00,"NCDC-EstDew-EstWind",70,57,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",9/7/1948 0:00:00,"NCDC-EstDew-EstWind",69,57,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",9/8/1948 0:00:00,"NCDC-EstDew-EstWind",68,57,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",9/9/1948 0:00:00,"NCDC-EstDew-EstWind",70,57,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",9/10/1948 0:00:00,"NCDC-EstDew-EstWind",74,56,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",9/11/1948 0:00:00,"NCDC-EstDew-EstWind",88,60,74.00,0.00,9.00,0.00,0.00,0.00
"KLAX",9/12/1948 0:00:00,"NCDC-EstDew-EstWind",78,60,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",9/13/1948 0:00:00,"NCDC-EstDew-EstWind",74,59,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",9/14/1948 0:00:00,"NCDC-EstDew-EstWind",76,60,68.00,0.00,3.00,0.00,0.00,0.00
"KLAX",9/15/1948 0:00:00,"NCDC-EstDew-EstWind",80,62,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",9/16/1948 0:00:00,"NCDC-EstDew-EstWind",77,61,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",9/17/1948 0:00:00,"NCDC-EstDew-EstWind",74,64,69.00,0.00,4.00,0.00,0.00,0.00
"KLAX",9/18/1948 0:00:00,"NCDC-EstDew-EstWind",69,60,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",9/19/1948 0:00:00,"NCDC-EstDew-EstWind",73,60,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",9/20/1948 0:00:00,"NCDC-EstDew-EstWind",71,60,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",9/21/1948 0:00:00,"NCDC-EstDew-EstWind",71,58,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",9/22/1948 0:00:00,"NCDC-EstDew-EstWind",72,55,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",9/23/1948 0:00:00,"NCDC-EstDew-EstWind",72,56,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",9/24/1948 0:00:00,"NCDC-EstDew-EstWind",70,56,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",9/25/1948 0:00:00,"NCDC-EstDew-EstWind",68,52,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",9/26/1948 0:00:00,"NCDC-EstDew-EstWind",76,47,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",9/27/1948 0:00:00,"NCDC-EstDew-EstWind",88,54,71.00,0.00,6.00,0.00,0.00,0.00
"KLAX",9/28/1948 0:00:00,"NCDC-EstDew-EstWind",78,53,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",9/29/1948 0:00:00,"NCDC-EstDew-EstWind",71,52,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",9/30/1948 0:00:00,"NCDC-EstDew-EstWind",70,52,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",10/1/1948 0:00:00,"NCDC-EstDew-EstWind",69,54,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",10/2/1948 0:00:00,"NCDC-EstDew-EstWind",73,55,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",10/3/1948 0:00:00,"NCDC-EstDew-EstWind",75,56,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",10/4/1948 0:00:00,"NCDC-EstDew-EstWind",71,59,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",10/5/1948 0:00:00,"NCDC-EstDew-EstWind",69,57,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",10/6/1948 0:00:00,"NCDC-EstDew-EstWind",70,54,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",10/7/1948 0:00:00,"NCDC-EstDew-EstWind",79,55,67.00,0.00,2.00,0.00,0.00,0.00
"KLAX",10/8/1948 0:00:00,"NCDC-EstDew-EstWind",83,57,70.00,0.00,5.00,0.00,0.00,0.00
"KLAX",10/9/1948 0:00:00,"NCDC-EstDew-EstWind",72,59,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",10/10/1948 0:00:00,"NCDC-EstDew-EstWind",69,57,63.00,2.00,0.00,0.00,0.00,0.00
"KLAX",10/11/1948 0:00:00,"NCDC-EstDew-EstWind",68,57,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",10/12/1948 0:00:00,"NCDC-EstDew-EstWind",70,58,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",10/13/1948 0:00:00,"NCDC-EstDew-EstWind",68,53,60.50,4.50,0.00,0.00,0.00,0.00
"KLAX",10/14/1948 0:00:00,"NCDC-EstDew-EstWind",68,52,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",10/15/1948 0:00:00,"NCDC-EstDew-EstWind",69,56,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",10/16/1948 0:00:00,"NCDC-EstDew-EstWind",69,55,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",10/17/1948 0:00:00,"NCDC-EstDew-EstWind",70,53,61.50,3.50,0.00,0.02,0.00,0.00
"KLAX",10/18/1948 0:00:00,"NCDC-EstDew-EstWind",70,60,65.00,0.00,0.00,0.01,0.00,0.00
"KLAX",10/19/1948 0:00:00,"NCDC-EstDew-EstWind",67,58,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",10/20/1948 0:00:00,"NCDC-EstDew-EstWind",68,54,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",10/21/1948 0:00:00,"NCDC-EstDew-EstWind",68,57,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",10/22/1948 0:00:00,"NCDC-EstDew-EstWind",78,55,66.50,0.00,1.50,0.00,0.00,0.00
"KLAX",10/23/1948 0:00:00,"NCDC-EstDew-EstWind",73,56,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",10/24/1948 0:00:00,"NCDC-EstDew-EstWind",73,51,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",10/25/1948 0:00:00,"NCDC-EstDew-EstWind",69,56,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",10/26/1948 0:00:00,"NCDC-EstDew-EstWind",63,56,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",10/27/1948 0:00:00,"NCDC-EstDew-EstWind",62,57,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",10/28/1948 0:00:00,"NCDC-EstDew-EstWind",67,55,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",10/29/1948 0:00:00,"NCDC-EstDew-EstWind",66,54,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",10/30/1948 0:00:00,"NCDC-EstDew-EstWind",68,50,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",10/31/1948 0:00:00,"NCDC-EstDew-EstWind",68,49,58.50,6.50,0.00,0.00,0.00,0.00
"KLAX",11/1/1948 0:00:00,"NCDC-EstDew-EstWind",76,48,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",11/2/1948 0:00:00,"NCDC-EstDew-EstWind",73,50,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",11/3/1948 0:00:00,"NCDC-EstDew-EstWind",62,54,58.00,7.00,0.00,0.00,0.00,0.00
"KLAX",11/4/1948 0:00:00,"NCDC-EstDew-EstWind",73,51,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",11/5/1948 0:00:00,"NCDC-EstDew-EstWind",77,46,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",11/6/1948 0:00:00,"NCDC-EstDew-EstWind",80,52,66.00,0.00,1.00,0.00,0.00,0.00
"KLAX",11/7/1948 0:00:00,"NCDC-EstDew-EstWind",79,50,64.50,0.50,0.00,0.00,0.00,0.00
"KLAX",11/8/1948 0:00:00,"NCDC-EstDew-EstWind",75,44,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",11/9/1948 0:00:00,"NCDC-EstDew-EstWind",80,47,63.50,1.50,0.00,0.00,0.00,0.00
"KLAX",11/10/1948 0:00:00,"NCDC-EstDew-EstWind",80,51,65.50,0.00,0.50,0.00,0.00,0.00
"KLAX",11/11/1948 0:00:00,"NCDC-EstDew-EstWind",74,46,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",11/12/1948 0:00:00,"NCDC-EstDew-EstWind",78,46,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",11/13/1948 0:00:00,"NCDC-EstDew-EstWind",79,49,64.00,1.00,0.00,0.00,0.00,0.00
"KLAX",11/14/1948 0:00:00,"NCDC-EstDew-EstWind",75,47,61.00,4.00,0.00,0.00,0.00,0.00
"KLAX",11/15/1948 0:00:00,"NCDC-EstDew-EstWind",67,48,57.50,7.50,0.00,0.00,0.00,0.00
"KLAX",11/16/1948 0:00:00,"NCDC-EstDew-EstWind",64,43,53.50,11.50,0.00,0.00,0.00,0.00
"KLAX",11/17/1948 0:00:00,"NCDC-EstDew-EstWind",65,50,57.50,7.50,0.00,0.00,0.00,0.00
"KLAX",11/18/1948 0:00:00,"NCDC-EstDew-EstWind",76,47,61.50,3.50,0.00,0.00,0.00,0.00
"KLAX",11/19/1948 0:00:00,"NCDC-EstDew-EstWind",70,50,60.00,5.00,0.00,0.00,0.00,0.00
"KLAX",11/20/1948 0:00:00,"NCDC-EstDew-EstWind",67,46,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",11/21/1948 0:00:00,"NCDC-EstDew-EstWind",70,42,56.00,9.00,0.00,0.00,0.00,0.00
"KLAX",11/22/1948 0:00:00,"NCDC-EstDew-EstWind",70,43,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",11/23/1948 0:00:00,"NCDC-EstDew-EstWind",71,45,58.00,7.00,0.00,0.00,0.00,0.00
"KLAX",11/24/1948 0:00:00,"NCDC-EstDew-EstWind",65,41,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",11/25/1948 0:00:00,"NCDC-EstDew-EstWind",65,43,54.00,11.00,0.00,0.00,0.00,0.00
"KLAX",11/26/1948 0:00:00,"NCDC-EstDew-EstWind",61,44,52.50,12.50,0.00,0.00,0.00,0.00
"KLAX",11/27/1948 0:00:00,"NCDC-EstDew-EstWind",68,40,54.00,11.00,0.00,0.00,0.00,0.00
"KLAX",11/28/1948 0:00:00,"NCDC-EstDew-EstWind",76,43,59.50,5.50,0.00,0.00,0.00,0.00
"KLAX",11/29/1948 0:00:00,"NCDC-EstDew-EstWind",80,50,65.00,0.00,0.00,0.00,0.00,0.00
"KLAX",11/30/1948 0:00:00,"NCDC-EstDew-EstWind",68,43,55.50,9.50,0.00,0.00,0.00,0.00
"KLAX",12/1/1948 0:00:00,"NCDC-EstDew-EstWind",75,42,58.50,6.50,0.00,0.00,0.00,0.00
"KLAX",12/2/1948 0:00:00,"NCDC-EstDew-EstWind",77,48,62.50,2.50,0.00,0.00,0.00,0.00
"KLAX",12/3/1948 0:00:00,"NCDC-EstDew-EstWind",61,45,53.00,12.00,0.00,0.05,0.00,0.00
"KLAX",12/4/1948 0:00:00,"NCDC-EstDew-EstWind",57,39,48.00,17.00,0.00,0.00,0.00,0.00
"KLAX",12/5/1948 0:00:00,"NCDC-EstDew-EstWind",62,37,49.50,15.50,0.00,0.00,0.00,0.00
"KLAX",12/6/1948 0:00:00,"NCDC-EstDew-EstWind",62,44,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",12/7/1948 0:00:00,"NCDC-EstDew-EstWind",,42,,0.00,0.00,0.00,0.00,0.00
"KLAX",12/8/1948 0:00:00,"NCDC-EstDew-EstWind",68,46,57.00,8.00,0.00,0.00,0.00,0.00
"KLAX",12/9/1948 0:00:00,"NCDC-EstDew-EstWind",79,45,62.00,3.00,0.00,0.00,0.00,0.00
"KLAX",12/10/1948 0:00:00,"NCDC-EstDew-EstWind",67,46,56.50,8.50,0.00,0.00,0.00,0.00
"KLAX",12/11/1948 0:00:00,"NCDC-EstDew-EstWind",62,49,55.50,9.50,0.00,0.00,0.00,0.00
"KLAX",12/12/1948 0:00:00,"NCDC-EstDew-EstWind",62,41,51.50,13.50,0.00,0.00,0.00,0.00
"KLAX",12/13/1948 0:00:00,"NCDC-EstDew-EstWind",59,48,53.50,11.50,0.00,0.00,0.00,0.00
"KLAX",12/14/1948 0:00:00,"NCDC-EstDew-EstWind",58,43,50.50,14.50,0.00,0.00,0.00,0.00
"KLAX",12/15/1948 0:00:00,"NCDC-EstDew-EstWind",58,37,47.50,17.50,0.00,0.00,0.00,0.00
"KLAX",12/16/1948 0:00:00,"NCDC-EstDew-EstWind",55,40,47.50,17.50,0.00,0.71,0.00,0.00
"KLAX",12/17/1948 0:00:00,"NCDC-EstDew-EstWind",60,45,52.50,12.50,0.00,0.23,0.00,0.00
"KLAX",12/18/1948 0:00:00,"NCDC-EstDew-EstWind",64,42,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",12/19/1948 0:00:00,"NCDC-EstDew-EstWind",67,42,54.50,10.50,0.00,0.00,0.00,0.00
"KLAX",12/20/1948 0:00:00,"NCDC-EstDew-EstWind",62,39,50.50,14.50,0.00,0.00,0.00,0.00
"KLAX",12/21/1948 0:00:00,"NCDC-EstDew-EstWind",59,41,50.00,15.00,0.00,0.00,0.00,0.00
"KLAX",12/22/1948 0:00:00,"NCDC-EstDew-EstWind",57,49,53.00,12.00,0.00,0.15,0.00,0.00
"KLAX",12/23/1948 0:00:00,"NCDC-EstDew-EstWind",53,40,46.50,18.50,0.00,0.02,0.00,0.00
"KLAX",12/24/1948 0:00:00,"NCDC-EstDew-EstWind",56,35,45.50,19.50,0.00,0.00,0.00,0.00
"KLAX",12/25/1948 0:00:00,"NCDC-EstDew-EstWind",58,40,49.00,16.00,0.00,0.00,0.00,0.00
"KLAX",12/26/1948 0:00:00,"NCDC-EstDew-EstWind",60,46,53.00,12.00,0.00,0.71,0.00,0.00
"KLAX",12/27/1948 0:00:00,"NCDC-EstDew-EstWind",56,43,49.50,15.50,0.00,0.35,0.00,0.00
"KLAX",12/28/1948 0:00:00,"NCDC-EstDew-EstWind",62,41,51.50,13.50,0.00,0.00,0.00,0.00
"KLAX",12/29/1948 0:00:00,"NCDC-EstDew-EstWind",68,43,55.50,9.50,0.00,0.00,0.00,0.00
"KLAX",12/30/1948 0:00:00,"NCDC-EstDew-EstWind",67,49,58.00,7.00,0.00,0.00,0.00,0.00
"KLAX",12/31/1948 0:00:00,"NCDC-EstDew-EstWind",63,44,53.50,11.50,0.00,0.00,0.00,0.00
"KLAX",1/1/1949 0:00:00,"NCDC-EstDew-EstWind",56,44,50.00,15.00,0.00,0.00,0.00,0.00
"KLAX",1/2/1949 0:00:00,"NCDC-EstDew-EstWind",58,43,50.50,14.50,0.00,0.00,0.00,0.00
"KLAX",1/3/1949 0:00:00,"NCDC-EstDew-EstWind",50,34,42.00,23.00,0.00,0.00,0.00,0.00
"KLAX",1/4/1949 0:00:00,"NCDC-EstDew-EstWind",52,27,39.50,25.50,0.00,0.00,0.00,0.00
"KLAX",1/5/1949 0:00:00,"NCDC-EstDew-EstWind",60,32,46.00,19.00,0.00,0.00,0.00,0.00
"KLAX",1/6/1949 0:00:00,"NCDC-EstDew-EstWind",69,34,51.50,13.50,0.00,0.00,0.00,0.00
"KLAX",1/7/1949 0:00:00,"NCDC-EstDew-EstWind",67,39,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",1/8/1949 0:00:00,"NCDC-EstDew-EstWind",58,38,48.00,17.00,0.00,0.00,0.00,0.00
"KLAX",1/9/1949 0:00:00,"NCDC-EstDew-EstWind",51,35,43.00,22.00,0.00,0.01,0.00,0.00
"KLAX",1/10/1949 0:00:00,"NCDC-EstDew-EstWind",48,31,39.50,25.50,0.00,0.20,0.00,0.00
"KLAX",1/11/1949 0:00:00,"NCDC-EstDew-EstWind",48,33,40.50,24.50,0.00,0.41,0.00,0.00
"KLAX",1/12/1949 0:00:00,"NCDC-EstDew-EstWind",55,34,44.50,20.50,0.00,0.37,0.00,0.00
"KLAX",1/13/1949 0:00:00,"NCDC-EstDew-EstWind",55,42,48.50,16.50,0.00,0.11,0.00,0.00
"KLAX",1/14/1949 0:00:00,"NCDC-EstDew-EstWind",52,40,46.00,19.00,0.00,0.01,0.00,0.00
"KLAX",1/15/1949 0:00:00,"NCDC-EstDew-EstWind",56,35,45.50,19.50,0.00,0.00,0.00,0.00
"KLAX",1/16/1949 0:00:00,"NCDC-EstDew-EstWind",56,43,49.50,15.50,0.00,0.00,0.00,0.00
"KLAX",1/17/1949 0:00:00,"NCDC-EstDew-EstWind",57,35,46.00,19.00,0.00,0.00,0.00,0.00
"KLAX",1/18/1949 0:00:00,"NCDC-EstDew-EstWind",55,39,47.00,18.00,0.00,0.00,0.00,0.00
"KLAX",1/19/1949 0:00:00,"NCDC-EstDew-EstWind",49,44,46.50,18.50,0.00,0.71,0.00,0.00
"KLAX",1/20/1949 0:00:00,"NCDC-EstDew-EstWind",55,47,51.00,14.00,0.00,0.33,0.00,0.00
"KLAX",1/21/1949 0:00:00,"NCDC-EstDew-EstWind",54,44,49.00,16.00,0.00,0.00,0.00,0.00
"KLAX",1/22/1949 0:00:00,"NCDC-EstDew-EstWind",53,45,49.00,16.00,0.00,0.07,0.00,0.00
"KLAX",1/23/1949 0:00:00,"NCDC-EstDew-EstWind",53,38,45.50,19.50,0.00,0.08,0.00,0.00
"KLAX",1/24/1949 0:00:00,"NCDC-EstDew-EstWind",55,36,45.50,19.50,0.00,0.00,0.00,0.00
"KLAX",1/25/1949 0:00:00,"NCDC-EstDew-EstWind",54,43,48.50,16.50,0.00,0.00,0.00,0.00
"KLAX",1/26/1949 0:00:00,"NCDC-EstDew-EstWind",55,38,46.50,18.50,0.00,0.00,0.00,0.00
"KLAX",1/27/1949 0:00:00,"NCDC-EstDew-EstWind",55,40,47.50,17.50,0.00,0.00,0.00,0.00
"KLAX",1/28/1949 0:00:00,"NCDC-EstDew-EstWind",65,38,51.50,13.50,0.00,0.00,0.00,0.00
"KLAX",1/29/1949 0:00:00,"NCDC-EstDew-EstWind",59,37,48.00,17.00,0.00,0.00,0.00,0.00
"KLAX",1/30/1949 0:00:00,"NCDC-EstDew-EstWind",58,38,48.00,17.00,0.00,0.00,0.00,0.00
"KLAX",1/31/1949 0:00:00,"NCDC-EstDew-EstWind",60,40,50.00,15.00,0.00,0.00,0.00,0.00
"KLAX",2/1/1949 0:00:00,"NCDC-EstDew-EstWind",57,39,48.00,17.00,0.00,0.00,0.00,0.00
"KLAX",2/2/1949 0:00:00,"NCDC-EstDew-EstWind",57,42,49.50,15.50,0.00,0.00,0.00,0.00
"KLAX",2/3/1949 0:00:00,"NCDC-EstDew-EstWind",55,42,48.50,16.50,0.00,0.34,0.00,0.00
"KLAX",2/4/1949 0:00:00,"NCDC-EstDew-EstWind",55,37,46.00,19.00,0.00,0.00,0.00,0.00
"KLAX",2/5/1949 0:00:00,"NCDC-EstDew-EstWind",57,44,50.50,14.50,0.00,0.02,0.00,0.00
"KLAX",2/6/1949 0:00:00,"NCDC-EstDew-EstWind",57,42,49.50,15.50,0.00,0.00,0.00,0.00
"KLAX",2/7/1949 0:00:00,"NCDC-EstDew-EstWind",56,46,51.00,14.00,0.00,0.65,0.00,0.00
"KLAX",2/8/1949 0:00:00,"NCDC-EstDew-EstWind",60,43,51.50,13.50,0.00,0.00,0.00,0.00
"KLAX",2/9/1949 0:00:00,"NCDC-EstDew-EstWind",63,40,51.50,13.50,0.00,0.00,0.00,0.00
"KLAX",2/10/1949 0:00:00,"NCDC-EstDew-EstWind",68,42,55.00,10.00,0.00,0.00,0.00,0.00
"KLAX",2/11/1949 0:00:00,"NCDC-EstDew-EstWind",58,43,50.50,14.50,0.00,0.16,0.00,0.00
"KLAX",2/12/1949 0:00:00,"NCDC-EstDew-EstWind",53,36,44.50,20.50,0.00,0.00,0.00,0.00
"KLAX",2/13/1949 0:00:00,"NCDC-EstDew-EstWind",53,40,46.50,18.50,0.00,0.03,0.00,0.00
"KLAX",2/14/1949 0:00:00,"NCDC-EstDew-EstWind",56,34,45.00,20.00,0.00,0.00,0.00,0.00
"KLAX",2/15/1949 0:00:00,"NCDC-EstDew-EstWind",58,37,47.50,17.50,0.00,0.00,0.00,0.00
"KLAX",2/16/1949 0:00:00,"NCDC-EstDew-EstWind",68,39,53.50,11.50,0.00,0.00,0.00,0.00
"KLAX",2/17/1949 0:00:00,"NCDC-EstDew-EstWind",72,46,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",2/18/1949 0:00:00,"NCDC-EstDew-EstWind",57,42,49.50,15.50,0.00,0.00,0.00,0.00
"KLAX",2/19/1949 0:00:00,"NCDC-EstDew-EstWind",54,47,50.50,14.50,0.00,0.00,0.00,0.00
"KLAX",2/20/1949 0:00:00,"NCDC-EstDew-EstWind",61,49,55.00,10.00,0.00,0.00,0.00,0.00
"KLAX",2/21/1949 0:00:00,"NCDC-EstDew-EstWind",66,46,56.00,9.00,0.00,0.00,0.00,0.00
"KLAX",2/22/1949 0:00:00,"NCDC-EstDew-EstWind",71,47,59.00,6.00,0.00,0.00,0.00,0.00
"KLAX",2/23/1949 0:00:00,"NCDC-EstDew-EstWind",61,44,52.50,12.50,0.00,0.00,0.00,0.00
"KLAX",2/24/1949 0:00:00,"NCDC-EstDew-EstWind",59,52,55.50,9.50,0.00,0.11,0.00,0.00
"KLAX",2/25/1949 0:00:00,"NCDC-EstDew-EstWind",60,46,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",2/26/1949 0:00:00,"NCDC-EstDew-EstWind",57,50,53.50,11.50,0.00,0.24,0.00,0.00
"KLAX",2/27/1949 0:00:00,"NCDC-EstDew-EstWind",58,46,52.00,13.00,0.00,0.00,0.00,0.00
"KLAX",2/28/1949 0:00:00,"NCDC-EstDew-EstWind",59,49,54.00,11.00,0.00,0.00,0.00,0.00
"KLAX",3/1/1949 0:00:00,"NCDC-EstDew-EstWind",59,43,51.00,14.00,0.00,0.00,0.00,0.00
"KLAX",3/2/1949 0:00:00,"NCDC-EstDew-EstWind",60,52,56.00,9.00,0.00,0.05,0.00,0.00
"KLAX",3/3/1949 0:00:00,"NCDC-EstDew-EstWind",62,50,56.00,9.00,0.00,0.06,0.00,0.00
"KLAX",3/4/1949 0:00:00,"NCDC-EstDew-EstWind",58,50,54.00,11.00,0.00,0.51,0.00,0.00
"KLAX",3/5/1949 0:00:00,"NCDC-EstDew-EstWind",60,43,51.50,13.50,0.00,0.00,0.00,0.00
"KLAX",3/6/1949 0:00:00,"NCDC-EstDew-EstWind",60,45,52.50,12.50,0.00,0.00,0.00,0.00
"KLAX",3/7/1949 0:00:00,"NCDC-EstDew-EstWind",61,49,55.00,10.00,0.00,0.00,0.00,0.00
"KLAX",3/8/1949 0:00:00,"NCDC-EstDew-EstWind",61,43,52.00,13.00,0.00,0.00,0.00,0.00
"KLAX",3/9/1949 0:00:00,"NCDC-EstDew-EstWind",65,46,55.50,9.50,0.00,0.00,0.00,0.00
"KLAX",3/10/1949 0:00:00,"NCDC-EstDew-EstWind",63,42,52.50,12.50,0.00,0.40,0.00,0.00
"KLAX",3/11/1949 0:00:00,"NCDC-EstDew-EstWind",61,48,54.50,10.50,0.00,0.14,0.00,0.00
"KLAX",3/12/1949 0:00:00,"NCDC-EstDew-EstWind",61,44,52.50,12.50,0.00,0.00,0.00,0.00
"KLAX",3/13/1949 0:00:00,"NCDC-EstDew-EstWind",61,45,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",3/14/1949 0:00:00,"NCDC-EstDew-EstWind",62,44,53.00,12.00,0.00,0.00,0.00,0.00
"KLAX",3/15/1949 0:00:00,"NCDC-EstDew-EstWind",63,48,55.50,9.50,0.00,0.00,0.00,0.00
"KLAX",3/16/1949 0:00:00,"NCDC-EstDew-EstWind",64,48,56.00,9.00,0.00,0.00,0.00,0.00
